;Código Pacote;Label SEEDS;Unnamed: 2;Etapa;função;equaçao;qual material utilizado;duraçao (h);prof(m);compensando?;Fase;Atividade;Diâmetro;Codigo;"Operação - caso Sonda ser Dual Active
";Código 2;Fase.1;Atividade.1;Operação;Unnamed: 19;Unnamed: 20
3863;WB_Retr 2-fase-7;WB_Retr 2-fase-7;WB_Retr_2_1_7;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 7;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;7;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3864;;;WB_Retr_2_2_7;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 7;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;7;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3865;;;WB_Retr_2_3_7;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 7;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;7;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3866;;;WB_Retr_2_4_7;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 7;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;7;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3867;WB_Retr 2-fase-8;WB_Retr 2-fase-8;WB_Retr_2_1_8;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 8;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;8;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3868;;;WB_Retr_2_2_8;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 8;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;8;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3869;;;WB_Retr_2_3_8;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 8;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;8;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3870;;;WB_Retr_2_4_8;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 8;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;8;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3871;WB_Retr 2-fase-9;WB_Retr 2-fase-9;WB_Retr_2_1_9;Descer coluna para recuperar bucha nominal/ desgaste;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 9;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;9;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3872;;;WB_Retr_2_2_9;Circular fluido de perfuração até retorno limpo e homogeneização do fluido de perfuração;insere;y = 1;coluna de trabalho da sonda;0;0;0;FASE 9;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;9;Rev / Cimentação;Condicionamento de poço;Moderada;P-01, P-20
3873;;;WB_Retr_2_3_9;Recuperar bucha nominal/ desgaste;;;;0,5;0;0;FASE 9;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;9;Cabeça de poço;Retirada de wear bushing;Moderada;P-19
3874;;;WB_Retr_2_4_9;Retirar bucha nominal/ desgaste com coluna;retirar;y = PDA+1;coluna de trabalho da sonda;0;0;0;FASE 9;Condicionamento de revestimento e retirada de bucha de desgaste - combo;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Condicionamento de revestimento e retirada de bucha de desgaste - combo;;9;Cabeça de poço;Retirada de wear bushing;Baixa;P-01, P-03
3875;WB_Inst-fase-3;WB_Inst-fase-3;WB_Inst_1_3;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3876;;;WB_Inst_2_3;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3877;;;WB_Inst_3_3;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3878;;;WB_Inst_4_3;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3879;WB_Inst-fase-4;WB_Inst-fase-4;WB_Inst_1_4;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3880;;;WB_Inst_2_4;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3881;;;WB_Inst_3_4;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3882;;;WB_Inst_4_4;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3883;WB_Inst-fase-5;WB_Inst-fase-5;WB_Inst_1_5;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3884;;;WB_Inst_2_5;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3885;;;WB_Inst_3_5;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3886;;;WB_Inst_4_5;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3887;WB_Inst-fase-6;WB_Inst-fase-6;WB_Inst_1_6;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 6;Instalação de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3888;;;WB_Inst_2_6;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 6;Instalação de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3889;;;WB_Inst_3_6;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 6;Instalação de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;6;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3890;;;WB_Inst_4_6;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 6;Instalação de bucha de desgaste;"""Broca {phase6_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;6;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3891;WB_Inst-fase-7;WB_Inst-fase-7;WB_Inst_1_7;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 7;Instalação de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3892;;;WB_Inst_2_7;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 7;Instalação de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3893;;;WB_Inst_3_7;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 7;Instalação de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;7;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3894;;;WB_Inst_4_7;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 7;Instalação de bucha de desgaste;"""Broca {phase7_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;7;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3895;WB_Inst-fase-8;WB_Inst-fase-8;WB_Inst_1_8;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 8;Instalação de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3896;;;WB_Inst_2_8;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 8;Instalação de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3897;;;WB_Inst_3_8;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 8;Instalação de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;8;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3898;;;WB_Inst_4_8;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 8;Instalação de bucha de desgaste;"""Broca {phase8_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;8;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3899;WB_Inst-fase-9;WB_Inst-fase-9;WB_Inst_1_9;Testar IBOP, stand pipe e Inside BOP;zerar itens;;;3;0;0;FASE 9;Instalação de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3900;;;WB_Inst_2_9;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 9;Instalação de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3901;;;WB_Inst_3_9;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 9;Instalação de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;9;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3902;;;WB_Inst_4_9;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 9;Instalação de bucha de desgaste;"""Broca {phase9_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;9;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3903;WB_Inst 2-fase-3;WB_Inst 2-fase-3;WB_Inst_2_1_3;Retirar coluna de assentamento (riser);zerar itens;;;0;0;0;FASE 3;Cimentação primária;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;3;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3904;;;WB_Inst_2_2_3;Testar IBOP, stand pipe e Inside BOP;;;;3;0;0;FASE 3;Cimentação primária;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;3;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3905;;;WB_Inst_2_3_3;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3906;;;WB_Inst_2_4_3;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3907;;;WB_Inst_2_5_3;Testar BOP com pressão;;;;6;0;1;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3908;;;WB_Inst_2_6_3;HOLD POINT: Teste de Instalação e Reinstalação de BOP (CSD ECS);;;;0;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3909;;;WB_Inst_2_7_3;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 3;Instalação de bucha de desgaste;"""Broca {phase3_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;3;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3910;WB_Inst 2-fase-4;WB_Inst 2-fase-4;WB_Inst_2_1_4;Retirar coluna de assentamento (riser);zerar itens;;;0;0;0;FASE 4;Cimentação primária;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;4;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3911;;;WB_Inst_2_2_4;Testar IBOP, stand pipe e Inside BOP;;;;3;0;0;FASE 4;Cimentação primária;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;4;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3912;;;WB_Inst_2_3_4;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3913;;;WB_Inst_2_4_4;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3914;;;WB_Inst_2_5_4;Testar BOP com pressão;;;;6;0;1;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3915;;;WB_Inst_2_6_4;HOLD POINT: Teste de Instalação e Reinstalação de BOP (CSD ECS);;;;0;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
3916;;;WB_Inst_2_7_4;Retirar WBRT com coluna de assentamento;zerar itens;;;0;0;0;FASE 4;Instalação de bucha de desgaste;"""Broca {phase4_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;4;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3917;WB_Inst 2-fase-5;WB_Inst 2-fase-5;WB_Inst_2_1_5;Retirar coluna de assentamento (riser);zerar itens;;;0;0;0;FASE 5;Cimentação primária;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;5;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3918;;;WB_Inst_2_2_5;Testar IBOP, stand pipe e Inside BOP;;;;3;0;0;FASE 5;Cimentação primária;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Cimentação primária;;5;Rev / Cimentação;Cimentação e operações associadas;Baixa;P-01
3919;;;WB_Inst_2_3_5;Descer WBRT com coluna de assentamento;insere;y = PDA;coluna de trabalho da sonda;0;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Baixa;P-01
3920;;;WB_Inst_2_4_5;Instalar bucha nominal/ desgaste;insere;y = 1;coluna de trabalho da sonda;1;0;0;FASE 5;Instalação de bucha de desgaste;"""Broca {phase5_diameter} """"""";Revestimento e Cimentação;Instalação de bucha de desgaste;;5;Cabeça de poço;Instalação de wear bushing;Moderada;P-19
